date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:52:05	35984/35984	---M-Z	200	added ('OK')	text/html	etag:%228c90-66cb120a-3d8139d5a5bf77bb;gz%22	https://html.themexriver.com/Haptic-Html/portfolio-single.html	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/portfolio-single.html	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:05	14754/14754	---M--	200	added ('OK')	image/jpeg	etag:%2239a2-66cb120a-c694d3577f1a4ea;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/about/faq2.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/about/faq2.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:06	6504/6504	---M--	200	added ('OK')	image/png	etag:%221968-66cb120a-216fc2dc77d14326;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/about/sr1.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/about/sr1.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:06	3419/3419	---M--	200	added ('OK')	image/png	etag:%22d5b-66cb120a-6fd410b747d39665;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/bg/scroll-bg.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/bg/scroll-bg.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:07	122130/122130	---M--	200	added ('OK')	image/png	etag:%221dd12-66cb120a-9bdae2fb2f91a13b;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/bg/price-bg.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/bg/price-bg.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:07	50155/50155	---M--	200	added ('OK')	image/jpeg	etag:%22c3eb-66cb120a-bc0d1725a8aadaa3;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/bg/skill-bg.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/bg/skill-bg.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:07	2266/2266	---M--	200	added ('OK')	image/png	etag:%228da-66cb120a-461ab4793ded192d;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/icon/ic5.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/icon/ic5.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:07	92624/92624	---M--	200	added ('OK')	image/png	etag:%22169d0-66cb120a-860db2339ff2a43f;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/about/price1.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/about/price1.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:07	530/530	---M--	200	added ('OK')	image/png	etag:%22212-66cb120a-3c3addcff96a91f0;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/icon/arrow.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/icon/arrow.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:08	1584/1584	---M--	200	added ('OK')	image/png	etag:%22630-66cb120a-bd5b01a21af1e2db;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/icon/ic6.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/icon/ic6.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:08	1942/1942	---M--	200	added ('OK')	image/png	etag:%22796-66cb120a-cf775a49f5e94a99;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/icon/ic7.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/icon/ic7.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:08	17427/17427	---M--	200	added ('OK')	image/jpeg	etag:%224413-66cb120a-1cd38b937e8a5749;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/about/sk1.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/about/sk1.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:09	30138/30138	---M--	200	added ('OK')	image/jpeg	etag:%2275ba-66cb120a-2ecfc28ed0f80f85;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/about/faq1.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/about/faq1.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:09	19314/19314	---M--	200	added ('OK')	image/jpeg	etag:%224b72-66cb120a-9bdacaa31e1b6d78;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro1.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro1.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:09	14280/14280	---M--	200	added ('OK')	image/jpeg	etag:%2237c8-66cb120a-956ae783bbe987d6;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro2.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro2.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:09	18543/18543	---M--	200	added ('OK')	image/jpeg	etag:%22486f-66cb120a-138385bb47c3b16;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro3.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro3.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:09	19448/19448	---M--	200	added ('OK')	image/jpeg	etag:%224bf8-66cb120a-f5d6adc6be07d485;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro4.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro4.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:10	25981/25981	---M--	200	added ('OK')	image/jpeg	etag:%22657d-66cb120a-a42310d83825609;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro5.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/project/pro5.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:10	78997/78997	---M--	200	added ('OK')	image/png	etag:%2213495-66cb120a-3159b317f447b8a7;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/team/tm1.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/team/tm1.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:10	72983/72983	---M--	200	added ('OK')	image/jpeg	etag:%2211d17-66cb120a-5f84b33fea0c46d5;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/bg/team-bg.jpg	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/bg/team-bg.jpg	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:10	34931/34931	---M-Z	200	added ('OK')	text/html	etag:%228873-66cb120a-90dd3d20cf3f0e90;gz%22	https://html.themexriver.com/Haptic-Html/team-single.html	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/team-single.html	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:11	72330/72330	---M--	200	added ('OK')	image/png	etag:%2211a8a-66cb120a-1019d0482c90bc7e;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/team/tm2.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/team/tm2.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
15:52:11	79249/79249	---M--	200	added ('OK')	image/png	etag:%2213591-66cb120a-880400e58dcac61;;;%22	https://html.themexriver.com/Haptic-Html/assets/img/home_5/team/tm3.png	D:/html%20and%20css%20,%20bootstrap/tech/html.themexriver.com/Haptic-Html/assets/img/home_5/team/tm3.png	(from https://html.themexriver.com/Haptic-Html/index-5.1.html)
